name,date,price,maxp,minp,qty,opnp
TFFIF,2025-10-31,6.05,6.1,6.05,631365,6.05
WHAIR,2025-11-03,6.15,6.15,6.05,120857,6.05
TFFIF,2025-11-03,6.05,6.1,6.05,1754501,6.1
WHAIR,2025-11-04,6.15,6.15,6.1,94314,6.1
TFFIF,2025-11-04,6.05,6.1,6.05,1617513,6.1
TFFIF,2025-11-05,6.1,6.1,6.05,1069902,6.05
WHAIR,2025-11-05,6.2,6.2,6.1,728829,6.1
WHAIR,2025-11-06,6.3,6.3,6.15,1134083,6.15
TFFIF,2025-11-06,6.1,6.1,6.05,1678937,6.1
WHAIR,2025-11-07,6.3,6.3,6.25,388370,6.3
TFFIF,2025-11-07,6.1,6.1,6.05,714210,6.05
WHAIR,2025-11-10,6.3,6.3,6.25,468352,6.3
TFFIF,2025-11-10,6.1,6.1,6.05,1450753,6.05
WHAIR,2025-11-11,6.2,6.3,6.2,1055135,6.25
TFFIF,2025-11-11,6.1,6.1,6.05,2273111,6.05
WHAIR,2025-11-12,6.3,6.3,6.2,371389,6.25
TFFIF,2025-11-12,6.0,6.1,6.0,7060084,6.05
WHAIR,2025-11-13,6.3,6.3,6.25,270533,6.3
TFFIF,2025-11-13,6.05,6.1,6.05,5611556,6.05
WHAIR,2025-11-14,6.25,6.3,6.25,342212,6.3
TFFIF,2025-11-14,6.05,6.1,6.05,2186318,6.05
WHAIR,2025-11-17,6.25,6.25,6.15,216201,6.15
TFFIF,2025-11-17,6.05,6.1,6.05,4713723,6.1
TFFIF,2025-11-18,6.1,6.1,6.05,3923744,6.05
WHAIR,2025-11-18,6.2,6.25,6.15,483263,6.25
TFFIF,2025-11-19,6.1,6.15,6.1,2126150,6.1
WHAIR,2025-11-19,6.15,6.2,6.1,570101,6.2
WHAIR,2025-11-20,6.2,6.25,6.15,615976,6.15
TFFIF,2025-11-20,6.1,6.15,6.1,2497405,6.1
WHAIR,2025-11-21,6.25,6.25,6.15,378400,6.2
TFFIF,2025-11-21,6.1,6.15,6.05,3205741,6.1
WHAIR,2025-11-24,6.05,6.15,6.0,766167,6.1
TFFIF,2025-11-24,6.2,6.2,6.05,3448319,6.05
WHAIR,2025-11-25,6.0,6.05,6.0,355661,6.05
TFFIF,2025-11-25,6.15,6.2,6.15,2282925,6.2
WHAIR,2025-11-26,6.15,6.15,6.0,473610,6.0
TFFIF,2025-11-26,6.2,6.2,6.15,1343830,6.15
TFFIF,2025-11-27,6.15,6.2,6.1,1212354,6.2
WHAIR,2025-11-27,6.05,6.1,6.0,756456,6.1
WHAIR,2025-11-28,6.15,6.15,6.05,221629,6.05
TFFIF,2025-11-28,6.2,6.2,6.15,4744731,6.15
WHAIR,2025-12-01,6.15,6.15,6.1,280901,6.15
TFFIF,2025-12-01,6.25,6.25,6.15,3574596,6.2
WHAIR,2025-12-02,6.05,6.15,6.05,1105350,6.15
TFFIF,2025-12-02,6.25,6.25,6.2,3885766,6.2
WHAIR,2025-12-03,6.05,6.15,6.05,977649,6.1
TFFIF,2025-12-03,6.25,6.25,6.2,805375,6.2
WHAIR,2025-12-04,6.05,6.1,6.05,523338,6.05
TFFIF,2025-12-04,6.2,6.25,6.2,1873588,6.25
WHAIR,2025-12-08,6.0,6.1,6.0,263819,6.05
TFFIF,2025-12-08,6.1,6.1,6.05,1820349,6.1
TFFIF,2025-12-09,6.15,6.15,6.1,2356952,6.1
WHAIR,2025-12-09,6.05,6.1,6.0,209807,6.05
TFFIF,2025-12-11,6.1,6.2,6.1,2414261,6.15
WHAIR,2025-12-11,6.05,6.1,6.0,646410,6.05
WHAIR,2025-12-12,6.05,6.05,6.0,188407,6.05
TFFIF,2025-12-12,6.15,6.15,6.1,1606114,6.15
WHAIR,2025-12-16,6.15,6.15,6.1,192433,6.15
TFFIF,2025-12-16,6.2,6.2,6.1,5067125,6.15
WHAIR,2025-12-17,6.1,6.2,6.1,433804,6.15
TFFIF,2025-12-17,6.2,6.2,6.15,2608177,6.2
WHAIR,2025-12-18,6.15,6.15,6.1,324201,6.15
TFFIF,2025-12-18,6.15,6.2,6.15,5839752,6.2
WHAIR,2025-12-19,6.15,6.15,6.1,927305,6.15
TFFIF,2025-12-19,6.2,6.2,6.15,4338343,6.15
TFFIF,2025-12-22,6.2,6.25,6.15,3663772,6.2
WHAIR,2025-12-22,6.15,6.15,6.1,428855,6.1
WHAIR,2025-12-23,6.15,6.2,6.1,599373,6.15
TFFIF,2025-12-23,6.2,6.25,6.15,3429023,6.2
WHAIR,2025-12-24,6.15,6.2,6.1,869606,6.15
TFFIF,2025-12-24,6.2,6.2,6.15,2710299,6.2
WHAIR,2025-12-25,6.15,6.2,6.1,407502,6.15
TFFIF,2025-12-25,6.2,6.2,6.15,1469369,6.2
WHAIR,2025-12-26,6.2,6.2,6.15,369717,6.2
TFFIF,2025-12-26,6.2,6.25,6.15,6145018,6.2
WHAIR,2025-12-29,6.15,6.2,6.15,992940,6.2
TFFIF,2025-12-29,6.2,6.25,6.15,3279357,6.25
WHAIR,2025-12-30,6.15,6.2,6.15,1164100,6.15
TFFIF,2025-12-30,6.25,6.25,6.2,2637031,6.2
WHAIR,2026-01-05,6.2,6.2,6.15,181534,6.15
TFFIF,2026-01-05,6.25,6.25,6.2,1658258,6.2
TFFIF,2026-01-06,6.25,6.3,6.2,1939245,6.25
WHAIR,2026-01-06,6.2,6.2,6.15,153501,6.15
TFFIF,2026-01-07,6.3,6.35,6.25,3446795,6.25
WHAIR,2026-01-07,6.2,6.25,6.15,596415,6.2
WHAIR,2026-01-08,6.2,6.2,6.15,713573,6.2
TFFIF,2026-01-08,6.35,6.35,6.3,1795923,6.35
WHAIR,2026-01-09,6.2,6.2,6.15,959900,6.2
TFFIF,2026-01-09,6.35,6.45,6.35,5497095,6.35
WHAIR,2026-01-12,6.2,6.25,6.2,426294,6.2
TFFIF,2026-01-12,6.4,6.4,6.35,1689126,6.35
WHAIR,2026-01-13,6.2,6.2,6.15,543501,6.2
TFFIF,2026-01-13,6.45,6.45,6.35,3115361,6.4
WHAIR,2026-01-14,6.15,6.2,6.15,128182,6.15
TFFIF,2026-01-14,6.5,6.5,6.4,2556302,6.4
TFFIF,2026-01-15,6.45,6.55,6.45,3853517,6.5
WHAIR,2026-01-15,6.15,6.2,6.15,579605,6.15
WHAIR,2026-01-16,6.2,6.2,6.15,1536619,6.2
TFFIF,2026-01-16,6.5,6.55,6.45,3879154,6.5
WHAIR,2026-01-19,6.2,6.2,6.15,676212,6.2
TFFIF,2026-01-19,6.55,6.55,6.45,2042283,6.5
WHAIR,2026-01-20,6.15,6.2,6.15,807853,6.15
TFFIF,2026-01-20,6.55,6.6,6.5,8832816,6.55
WHAIR,2026-01-21,6.15,6.2,6.15,479360,6.15
TFFIF,2026-01-21,6.55,6.6,6.55,7532171,6.55
WHAIR,2026-01-22,6.15,6.25,6.15,1741015,6.15
TFFIF,2026-01-22,6.6,6.6,6.55,3184562,6.55
WHAIR,2026-01-23,6.2,6.25,6.15,395210,6.2
TFFIF,2026-01-23,6.55,6.6,6.55,4777608,6.55
WHAIR,2026-01-26,6.15,6.25,6.15,704700,6.2
TFFIF,2026-01-26,6.55,6.6,6.55,1997163,6.6
WHAIR,2026-01-27,6.25,6.25,6.15,1241513,6.2
TFFIF,2026-01-27,6.7,6.7,6.55,6372239,6.55
WHAIR,2026-01-28,6.25,6.25,6.2,2796345,6.25
TFFIF,2026-01-28,6.7,6.7,6.65,3286356,6.7
WHAIR,2026-01-29,6.3,6.3,6.2,396902,6.25
TFFIF,2026-01-29,6.65,6.75,6.65,1569352,6.7
WHAIR,2026-01-30,6.25,6.3,6.25,505418,6.3
TFFIF,2026-01-30,6.6,6.7,6.6,15537797,6.65
WHAIR,2026-02-02,6.35,6.35,6.25,706631,6.3
TFFIF,2026-02-02,6.6,6.6,6.55,2784038,6.6
WHAIR,2026-02-03,6.4,6.4,6.25,1001771,6.3
TFFIF,2026-02-03,6.7,6.7,6.6,3196110,6.6
WHAIR,2026-02-04,6.4,6.4,6.35,647409,6.4
TFFIF,2026-02-04,6.65,6.7,6.6,4870100,6.7
WHAIR,2026-02-05,6.4,6.4,6.3,929293,6.4
TFFIF,2026-02-05,6.6,6.65,6.6,1786292,6.65
WHAIR,2026-02-06,6.4,6.4,6.35,233030,6.4
TFFIF,2026-02-06,6.65,6.7,6.6,5598529,6.6
WHAIR,2026-02-09,6.4,6.45,6.35,2132519,6.4
TFFIF,2026-02-09,6.7,6.75,6.65,2413069,6.65
WHAIR,2026-02-10,6.5,6.5,6.4,587202,6.45
TFFIF,2026-02-10,6.75,6.8,6.65,4892247,6.7
