id,name,full_name,sector,subsector,market,website,created_at,updated_at
51,BCH,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET100 / SETWB,www.bangkokchainhospital.com,2017-07-23 06:30:48.660793,2019-11-19 07:11:18.318608
52,BCP,BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETTHSI,www.bangchak.co.th,2017-07-23 06:30:48.761380,2021-07-07 03:34:13.600451
53,BCPG,BCPG PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETHD / SETTHSI,www.bcpggroup.com,2017-07-23 06:30:48.869670,2022-01-15 03:54:12.666662
729,BCT,BIRLA CARBON (THAILAND) PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,SET,www.birlacarbon.com,2021-08-22 15:11:51.505205,2021-08-22 15:11:51.505205
54,BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,Services,Health Care Services,SET50 / SETCLMV / SETTHSI / SETWB,www.bangkokhospital.com,2017-07-23 06:30:48.969723,2021-01-26 15:41:59.223067
745,BE8,BERYL 8 PLUS PUBLIC COMPANY LIMITED,Technology,Technology,mai,www.beryl8.com,2022-08-05 10:20:13.082282,2022-08-05 10:20:13.082282
55,BEAUTY,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,Services,Commerce,SET,www.beautycommunity.co.th,2017-07-23 06:30:49.077654,2022-01-15 03:54:12.673611
56,BEC,BEC WORLD PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET100,www.becworld.com,2017-07-23 06:30:49.218292,2021-07-07 03:34:13.608165
57,BEM,BANGKOK EXPRESSWAY AND METRO  PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SET50 / SETTHSI / SETWB,www.bemplc.co.th,2017-07-23 06:30:49.335385,2019-11-19 07:11:18.757558
348,BEYOND,BOUND AND BEYOND PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,SET,www.boundandbeyond.co.th,2017-07-23 06:31:32.326308,2022-01-15 03:54:12.680705
677,BGC,BG CONTAINER GLASS PUBLIC COMPANY LIMITED,Industrials,Packaging,sSET / SETCLMV / SETTHSI,www.bgc.co.th,2019-03-03 03:43:37.662577,2022-01-15 03:54:12.688218
59,BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,www.bgrimmpower.com,2017-07-23 06:30:49.577381,2019-03-03 03:43:37.778419
61,BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET50 / SETCLMV / SETWB,www.bumrungrad.com,2017-07-23 06:30:49.785323,2019-11-19 07:11:18.933425
65,BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,Services,Commerce,SETCLMV / SETTHSI / SETWB,www.bjc.co.th,2017-07-23 06:30:50.362737,2022-01-15 03:54:12.695208
68,BKIH,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,SET,www.bangkokinsurance.com,2017-07-23 06:30:50.764348,2017-07-23 06:30:50.764348
70,BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,SET50 / SETTHSI,www.bangkoklife.com,2017-07-23 06:30:51.035886,2022-01-15 03:54:12.701165
71,BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.bangkokland.co.th,2017-07-23 06:30:51.186566,2021-01-26 15:41:59.264186
670,BOFFICE,BHIRAJ OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.bofficereit.com,2018-06-21 02:39:57.768693,2018-06-21 02:39:57.768693
74,BPP,BANPU POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET / SETCLMV / SETTHSI,www.banpupower.com,2017-07-23 06:30:51.577768,2022-01-15 03:54:12.707083
78,BRR,BURIRAM SUGAR PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET,www.buriramsugar.com,2017-07-23 06:30:52.221867,2022-01-15 03:54:12.712148
79,BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,Industrials,Steel and Metal Products,SET,www.bsbm.co.th,2017-07-23 06:30:52.452935,2021-08-22 18:21:29.831130
83,BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SET50 / SETTHSI / SETWB,www.btsgroup.co.th,2017-07-23 06:30:53.227659,2021-01-26 15:41:59.294185
84,BTSGIF,BTS RAIL MASS TRANSIT GROWTH INFRASTRUCTURE FUND,Services,Transportation & Logistics,SET,www.btsgif.com,2017-07-23 06:30:53.461218,2017-07-23 06:30:53.461218
87,CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET50 / SETCLMV / SETWB,www.carabaogroup.com,2017-07-23 06:30:54.027998,2019-11-19 07:11:19.512684
88,CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",Technology,Electronic Components,sSET,www.calcomp.co.th,2017-07-23 06:30:54.233972,2021-07-07 03:34:13.633736
90,CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.ccp.co.th,2017-07-23 06:30:54.577563,2017-07-23 06:30:54.577563
92,CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,SET100 / SETTHSI / SETWB,www.centarahotelsresorts.com,2017-07-23 06:30:54.851897,2019-11-19 07:11:19.707559
95,CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,Financials,Finance & Securities,sSET,www.cgholdings.co.th,2017-07-23 06:30:55.453394,2021-07-07 03:34:13.640065
671,CHAYO,CHAYO GROUP PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.chayo555.com,2018-06-21 02:39:58.102190,2022-01-15 03:54:12.724356
98,CHG,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET100 / SETWB,www.chularat.com,2017-07-23 06:30:55.787454,2019-11-19 07:11:19.924951
104,CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,Financials,Banking,SET,www.cimbthai.com,2017-07-23 06:30:56.628186,2017-07-23 06:30:56.628186
106,CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,SET100 / SETCLMV / SETTHSI,www.ch-karnchang.co.th,2017-07-23 06:30:56.836747,2019-03-03 03:43:38.781128
107,CKP,CK POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETTHSI,www.ckpower.co.th,2017-07-23 06:30:56.987542,2021-01-26 15:41:59.340667
114,COM7,COM7 PUBLIC COMPANY LIMITED,Services,Commerce,SET100 / SETTHSI / SETWB,www.comseven.com,2017-07-23 06:30:57.969386,2022-01-15 03:54:12.732462
116,CPALL,CP ALL PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETTHSI / SETWB,www.cpall.co.th,2017-07-23 06:30:58.220883,2019-11-19 07:11:20.237750
283,CPAXT,SIAM MAKRO PUBLIC COMPANY LIMITED,Services,Commerce,SET,www.siammakro.co.th,2017-07-23 06:31:23.967729,2017-07-23 06:31:23.967729
117,CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET50 / SETCLMV / SETHD / SETTHSI / SETWB,www.cpfworldwide.com,2017-07-23 06:30:58.354024,2021-07-07 03:34:13.656740
119,CPI,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET,www.cpi-th.com,2017-07-23 06:30:58.612227,2017-07-23 06:30:58.612227
121,CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET50 / SETTHSI,www.centralpattana.co.th,2017-07-23 06:30:58.911154,2021-01-26 15:41:59.378040
122,CPNCG,CPN COMMERCIAL GROWTH LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,SET,www.cpncg.com,2017-07-23 06:30:59.011249,2017-07-23 06:30:59.011249
647,CPNREIT,CPN RETAIL GROWTH LEASEHOLD REIT,Property & Construction,Property Fund & REITs,SET,www.cpnreit.com,2017-12-21 13:43:29.709328,2017-12-21 13:43:29.709328
708,CRC,CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETCLMV / SETTHSI / SETWB,https://www.centralretail.com/,2020-02-21 03:37:32.781314,2022-01-15 03:54:12.743952
127,CSC,CROWN SEAL PUBLIC COMPANY LIMITED,Industrials,Packaging,SET,www.crownseal.co.th,2017-07-23 06:30:59.536347,2017-07-23 06:30:59.536347
129,CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,Industrials,Steel and Metal Products,SET,www.cspsteel.com,2017-07-23 06:30:59.744657,2021-08-22 18:21:29.855700
131,CSS,COMMUNICATION AND SYSTEM SOLUTION PUBLIC COMPANY LIMITED,Services,Commerce,SET,www.cssthai.com,2017-07-23 06:30:59.961316,2018-08-12 12:53:49.569339
133,CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,sSET,www.ctw.co.th,2017-07-23 06:31:00.271429,2021-07-07 03:34:13.668893
134,CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,Industrials,Automotive,SET,www.cwt.co.th,2017-07-23 06:31:00.413722,2017-07-23 06:31:00.413722
135,DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.dynastyceramic.com,2017-07-23 06:31:00.517312,2021-01-26 15:41:59.405135
136,DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.dconproduct.com,2017-07-23 06:31:00.634999,2017-07-23 06:31:00.634999
665,DDD,DO DAY DREAM PUBLIC COMPANY LIMITED,Consumer Products,Personal Products & Pharmaceuticals,sSET,www.dodaydream.com,2017-12-27 02:26:13.442502,2019-03-03 03:43:39.366667
138,DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Technology,Electronic Components,SET,www.deltathailand.com,2017-07-23 06:31:00.997874,2022-01-15 03:54:12.754970
139,DEMCO,DEMCO PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,sSET,www.demco.co.th,2017-07-23 06:31:01.218192,2022-01-15 03:54:12.761564
140,DIF,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE FUND,Technology,Information & Communication Technology,SET,www.digital-tif.com,2017-07-23 06:31:01.454911,2017-07-23 06:31:01.454911
701,DOHOME,DOHOME PUBLIC COMPANY LIMITED,Services,Commerce,SET100 / SETWB,https://www.dohome.co.th/,2019-11-19 07:11:20.688406,2021-01-26 15:41:59.414935
143,DRT,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,sSET / SETCLMV / SETTHSI,www.dbp.co.th,2017-07-23 06:31:02.086192,2021-07-07 03:34:13.690603
145,DUSIT,DUSIT THANI PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,SET,www.dusit.com,2017-07-23 06:31:02.444848,2017-07-23 06:31:02.444848
148,EA,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETTHSI,www.energyabsolute.co.th,2017-07-23 06:31:02.895289,2019-03-03 03:43:39.583356
151,EASTW,EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PCL.,Resources,Energy & Utilities,SETTHSI,www.eastwater.com,2017-07-23 06:31:03.278563,2022-01-15 03:54:12.776395
156,EGATIF,"NORTH BANGKOK POWER PLANT BLOCK 1 INFRASTRUCTURE FUND, ELECTRICITY GENERATING AUTHORITY OF THAILAND",Resources,Energy & Utilities,SET,www.ktam.co.th,2017-07-23 06:31:03.927442,2017-07-23 06:31:03.927442
157,EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETHD / SETTHSI,www.egco.com,2017-07-23 06:31:04.161619,2021-07-07 03:34:13.705244
159,EKH,EKACHAI MEDICAL CARE PUBLIC COMPANY LIMITED,Services,Health Care Services,sSET,www.ekachaihospital.com,2017-07-23 06:31:04.552473,2019-03-03 03:43:39.799311
691,EMC,EMC PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,SET,www.emc.co.th,2019-03-03 09:02:39.058929,2019-03-03 09:02:39.058929
711,EP,EASTERN POWER GROUP PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,sSET,www.epco.co.th,2021-01-26 15:41:59.447003,2021-01-26 15:41:59.447003
162,EPG,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET100 / SETTHSI,www.epg.co.th,2017-07-23 06:31:05.010998,2022-01-15 03:54:12.785912
163,ERW,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,sSET,www.theerawan.com,2017-07-23 06:31:05.185835,2021-01-26 15:41:59.454603
166,ESTAR,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.estarpcl.com,2017-07-23 06:31:05.552360,2019-11-19 07:11:21.139592
168,EVER,EVERLAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.everland.co.th,2017-07-23 06:31:05.760732,2017-07-23 06:31:05.760732
174,FNS,FINANSA PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.finansa.com,2017-07-23 06:31:06.669512,2017-07-23 06:31:06.669512
176,FORTH,FORTH CORPORATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET100,www.forth.co.th,2017-07-23 06:31:06.910720,2018-08-12 12:53:51.662456
177,FPI,FORTUNE PARTS INDUSTRY PUBLIC COMPANY LIMITED,Industrial,Industrial,mai,www.fpiautoparts.com,2017-07-23 06:31:07.075383,2022-01-15 03:54:12.793701
746,FPT,FRASERS PROPERTY (THAILAND) PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,https://www.frasersproperty.co.th,2022-08-07 08:03:24.829726,2022-08-07 08:03:24.829726
178,FSMART,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,Services,Services,mai,www.boonterm.com,2017-07-23 06:31:07.228447,2022-01-15 03:54:12.799026
179,FSS,FINANSIA SYRUS SECURITIES PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.fnsyrus.com,2017-07-23 06:31:07.377437,2017-07-23 06:31:07.377437
180,FUTUREPF,FUTURE PARK LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,SET,investor.futurepark.co.th,2017-07-23 06:31:07.495120,2021-01-26 15:41:59.476856
182,GBX,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.globlexholding.co.th,2017-07-23 06:31:07.778365,2017-07-23 06:31:07.778365
183,GC,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,SET,www.gc.co.th,2017-07-23 06:31:07.933967,2017-07-23 06:31:07.933967
187,GFPT,GFPT PUBLIC COMPANY LIMITED,Agro & Food Industry,Agribusiness,sSET / SETTHSI,www.gfpt.co.th,2017-07-23 06:31:08.585650,2021-07-07 03:34:13.727071
188,GGC,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,sSET,www.ggcplc.com,2017-07-23 06:31:08.778581,2022-01-15 03:54:12.807302
192,GLAND,GRAND CANAL LAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.grandcanalland.com,2017-07-23 06:31:09.483793,2017-07-23 06:31:09.483793
193,GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETCLMV / SETTHSI / SETWB,www.globalhouse.co.th,2017-07-23 06:31:11.317301,2022-01-15 03:54:12.813219
652,GPI,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET,www.grandprix.co.th,2017-12-21 13:43:30.326497,2017-12-21 13:43:30.326497
197,GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETTHSI,www.gpscgroup.com,2017-07-23 06:31:12.018425,2021-01-26 15:41:59.498854
198,GRAMMY,GMM GRAMMY PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET,www.gmmgrammy.com,2017-07-23 06:31:12.194015,2017-07-23 06:31:12.194015
653,GULF,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,www.gulf.co.th,2017-12-21 13:43:30.426842,2021-01-26 15:41:59.507480
202,GUNKUL,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETHD / SETTHSI,www.gunkul.com,2017-07-23 06:31:13.085136,2022-01-15 03:54:12.821426
654,GVREIT,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.gvreit.com,2017-12-21 13:43:30.526911,2017-12-21 13:43:30.526911
205,HANA,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,Technology,Electronic Components,SET100 / SETTHSI,www.hanagroup.com,2017-07-23 06:31:13.593731,2022-01-15 03:54:12.827891
207,HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Industrials,Automotive,sSET,www.duro.co.th,2017-07-23 06:31:13.934713,2021-01-26 15:41:59.525849
208,HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETTHSI / SETWB,www.homepro.co.th,2017-07-23 06:31:14.102242,2019-11-19 07:11:22.113622
212,HTC,HAAD THIP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET / SETTHSI,www.haadthip.com,2017-07-23 06:31:14.802103,2021-01-26 15:41:59.532866
213,HTECH,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,SET,www.halcyon.co.th,2017-07-23 06:31:14.943226,2017-07-23 06:31:14.943226
655,HUMAN,HUMANICA PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,sSET,www.humanica.com,2017-12-21 13:43:30.642341,2019-03-03 03:43:40.792064
215,ICC,I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED,Consumer Products,Fashion,SET,www.icc.co.th,2017-07-23 06:31:15.310358,2017-07-23 06:31:15.310358
216,ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET / SETCLMV,www.ichitangroup.com,2017-07-23 06:31:15.468451,2022-01-15 03:54:12.839128
219,IFS,IFS CAPITAL (THAILAND) PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.ifscapthai.com,2017-07-23 06:31:15.810862,2017-07-23 06:31:15.810862
220,IHL,INTERHIDES PUBLIC COMPANY LIMITED,Industrials,Automotive,SET,www.interhides.com,2017-07-23 06:31:15.984984,2021-01-26 15:41:59.541552
637,III,TRIPLE I LOGISTICS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,sSET,www.iii-logistics.com,2017-09-01 02:49:07.120556,2018-08-12 12:53:54.151421
221,ILINK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,sSET,www.interlink.co.th,2017-07-23 06:31:16.093079,2022-01-15 03:54:12.846721
725,ILM,INDEX LIVING MALL PUBLIC COMPANY LIMITED,Services,Commerce,sSET,www.indexlivingmall.com,2021-08-07 15:06:58.185702,2021-08-07 15:06:58.185702
